ZIPCODE,SIDO,GUGUN,DONG,BUNJI,SEQ
607-809,부산,동래구,명장1동,327∼488,8502
607-809,부산,동래구,명장1동,489-(1),8503
607-809,부산,동래구,명장1동,489-(3∼37),8504
607-809,부산,동래구,명장1동,489-(39∼46),8505
607-809,부산,동래구,명장1동,490,8506
607-810,부산,동래구,명장1동,600∼650,8507
607-810,부산,동래구,명장1동,산1∼64,8508
607-111,부산,동래구,명장1동,,8509
607-762,부산,동래구,명장2동 조양아파트,,8510
607-807,부산,동래구,명장2동,1∼50,8511
607-807,부산,동래구,명장2동,163∼316,8512
607-811,부산,동래구,명장2동,317∼325,8513
607-812,부산,동래구,명장2동,326,8514
607-811,부산,동래구,명장2동,489-(2),8515
607-811,부산,동래구,명장2동,489-(38),8516
607-811,부산,동래구,명장2동,491∼507,8517
607-807,부산,동래구,명장2동,508∼599,8518
607-811,부산,동래구,명장2동,산65∼106,8519
607-112,부산,동래구,명장2동,,8520
607-110,부산,동래구,명장동,,8521
607-701,부산,동래구,복천동 동래구청,,8522
607-751,부산,동래구,복천동 우성베스토피아아파트,,8523
607-763,부산,동래구,복천동 현대아파트,,8524
607-020,부산,동래구,복천동,,8525
607-814,부산,동래구,사직1동,13∼25,8526
607-814,부산,동래구,사직1동,47∼57,8527
607-817,부산,동래구,사직1동,66∼77,8528
607-817,부산,동래구,사직1동,93∼104,8529
607-817,부산,동래구,사직1동,414∼499,8530
607-860,부산,동래구,사직1동,563∼581,8531
607-860,부산,동래구,사직1동,662∼664,8532
607-817,부산,동래구,사직1동,800∼876,8533
607-817,부산,동래구,사직1동,894∼900,8534
607-121,부산,동래구,사직1동,,8535
607-764,부산,동래구,사직2동 로얄아파트,,8536
607-765,부산,동래구,사직2동 시영아파트,,8537
607-786,부산,동래구,사직2동 사직쌍용예가아파트,(101∼129동),8538
607-766,부산,동래구,사직2동 삼정그린코아아파트,,8539
607-767,부산,동래구,사직2동 한신아파트,,8540
607-815,부산,동래구,사직2동,4∼12,8541
607-815,부산,동래구,사직2동,26∼46,8542
607-815,부산,동래구,사직2동,78∼92,8543
607-815,부산,동래구,사직2동,602∼632,8544
607-820,부산,동래구,사직2동,901∼1000,8545
607-821,부산,동래구,사직2동,산1∼52,8546
607-815,부산,동래구,사직2동,산53∼73,8547
607-820,부산,동래구,사직2동,산74∼499,8548
607-821,부산,동래구,사직2동,산500∼600,8549
607-122,부산,동래구,사직2동,,8550
607-813,부산,동래구,사직3동,1∼3,8551
607-816,부산,동래구,사직3동,58∼65,8552
607-818,부산,동래구,사직3동,105∼117,8553
607-816,부산,동래구,사직3동,118∼137,8554
607-813,부산,동래구,사직3동,138∼150,8555
607-818,부산,동래구,사직3동,151∼156,8556
607-813,부산,동래구,사직3동,157∼213,8557
607-816,부산,동래구,사직3동,214∼413,8558
607-816,부산,동래구,사직3동,877∼893,8559
607-123,부산,동래구,사직3동,,8560
607-120,부산,동래구,사직동,,8561
607-768,부산,동래구,수안동 새동래아파트,,8562
607-769,부산,동래구,수안동 한진타운아파트,(101∼105동),8563
607-784,부산,동래구,수안동 해바라기아파트,,8564
607-822,부산,동래구,수안동,1∼31,8565
607-823,부산,동래구,수안동,32∼225,8566
607-824,부산,동래구,수안동,226∼249,8567
607-823,부산,동래구,수안동,250∼254,8568
607-824,부산,동래구,수안동,255∼665,8569
607-822,부산,동래구,수안동,666∼700,8570
607-824,부산,동래구,수안동,701∼730,8571
607-050,부산,동래구,수안동,,8572
607-785,부산,동래구,안락1동 강변뜨란채아파트,(101∼109동),8573
607-712,부산,동래구,안락1동 봉생병원,,8574
607-717,부산,동래구,안락1동 신세기이동통신,,8575
607-770,부산,동래구,안락1동 화목아파트,,8576
607-827,부산,동래구,안락1동,406∼426,8577
607-828,부산,동래구,안락1동,427∼430,8578
607-829,부산,동래구,안락1동,431∼436,8579
607-828,부산,동래구,안락1동,437∼447,8580
607-828,부산,동래구,안락1동,473∼594,8581
607-829,부산,동래구,안락1동,625,8582
607-829,부산,동래구,안락1동,632∼799,8583
607-827,부산,동래구,안락1동,800∼1080,8584
607-101,부산,동래구,안락1동,,8585
607-772,부산,동래구,안락2동 선경1차아파트,,8586
607-775,부산,동래구,안락2동 선경2차아파트,(201∼204동),8587
607-781,부산,동래구,안락2동 안락주공뜨란채아파트,,8588
607-773,부산,동래구,안락2동 주공아파트,,8589
607-771,부산,동래구,안락2동 충렬아파트,,8590
607-776,부산,동래구,안락2동 현대아파트,,8591
607-825,부산,동래구,안락2동,1∼285,8592
607-826,부산,동래구,안락2동,286∼405,8593
607-830,부산,동래구,안락2동,448∼455,8594
607-826,부산,동래구,안락2동,456∼472,8595
607-825,부산,동래구,안락2동,595∼600,8596
607-830,부산,동래구,안락2동,601∼624,8597
607-830,부산,동래구,안락2동,626∼631,8598
607-830,부산,동래구,안락2동,1081∼1250,8599
607-830,부산,동래구,안락2동,1252∼1300,8600
607-825,부산,동래구,안락2동,산1∼20,8601
607-102,부산,동래구,안락2동,,8602
607-100,부산,동래구,안락동,,8603
607-777,부산,동래구,온천1동 신화타워상가아파트,,8604
607-787,부산,동래구,온천1동 SK허브스카이위아아파트,(101∼103동),8605
607-831,부산,동래구,온천1동,1∼76,8606
607-832,부산,동래구,온천1동,77∼137,8607
607-831,부산,동래구,온천1동,138∼169,8608
607-833,부산,동래구,온천1동,170∼239,8609
607-832,부산,동래구,온천1동,240∼299,8610
607-834,부산,동래구,온천1동,300∼357,8611
607-834,부산,동래구,온천1동,371∼385,8612
607-834,부산,동래구,온천1동,425∼499,8613
607-832,부산,동래구,온천1동,산1∼58,8614
607-832,부산,동래구,온천1동,산132,8615
607-061,부산,동래구,온천1동,,8616
607-783,부산,동래구,온천2동 동래SK뷰아파트,(101∼106동),8617
607-753,부산,동래구,온천2동 럭키아파트,,8618
607-716,부산,동래구,온천2동 롯데백화점,,8619
607-778,부산,동래구,온천2동 온천삼익아파트,,8620
607-710,부산,동래구,온천2동 한국건강관리협회부산광역시지부,,8621
607-838,부산,동래구,온천2동,358∼370,8622
607-838,부산,동래구,온천2동,386∼423,8623
607-845,부산,동래구,온천2동,424,8624
607-835,부산,동래구,온천2동,500∼614,8625
607-835,부산,동래구,온천2동,617∼783,8626
607-837,부산,동래구,온천2동,784∼849,8627
607-838,부산,동래구,온천2동,850∼905,8628
607-837,부산,동래구,온천2동,906∼1016,8629
607-838,부산,동래구,온천2동,1017∼1128,8630
607-837,부산,동래구,온천2동,1129∼1132,8631
607-837,부산,동래구,온천2동,1134,8632
607-838,부산,동래구,온천2동,1135∼1137,8633
607-837,부산,동래구,온천2동,1161∼1165,8634
607-837,부산,동래구,온천2동,1352,8635
607-837,부산,동래구,온천2동,1387∼1409,8636
607-837,부산,동래구,온천2동,1427∼1439,8637
607-838,부산,동래구,온천2동,1708∼1999,8638
607-838,부산,동래구,온천2동,산59∼131,8639
607-838,부산,동래구,온천2동,산133∼160,8640
607-062,부산,동래구,온천2동,,8641
607-713,부산,동래구,온천3동 광혜병원,,8642
607-779,부산,동래구,온천3동 동래대우아파트,,8643
607-782,부산,동래구,온천3동 반도보라스카이뷰아파트,(101∼108동),8644
607-782,부산,동래구,온천3동 반도보라스카이뷰오피스텔,,8645
607-780,부산,동래구,온천3동 삼정그린코아아파트,,8646
607-774,부산,동래구,온천3동 화신동영아파트,,8647
607-842,부산,동래구,온천3동,615∼616,8648
607-839,부산,동래구,온천3동,1133,8649
607-839,부산,동래구,온천3동,1138∼1160,8650
607-839,부산,동래구,온천3동,1166∼1235,8651
607-841,부산,동래구,온천3동,1236∼1258,8652
607-840,부산,동래구,온천3동,1259∼1265,8653
607-841,부산,동래구,온천3동,1266,8654
607-839,부산,동래구,온천3동,1267∼1366,8655
607-841,부산,동래구,온천3동,1367∼1369,8656
607-840,부산,동래구,온천3동,1370∼1386,8657
607-842,부산,동래구,온천3동,1410∼1426,8658
607-836,부산,동래구,온천3동,1440∼1442,8659
607-842,부산,동래구,온천3동,1443∼1447,8660
607-843,부산,동래구,온천3동,1448∼1451,8661
607-842,부산,동래구,온천3동,1452∼1453,8662
607-836,부산,동래구,온천3동,1454∼1458,8663
607-843,부산,동래구,온천3동,1459∼1499,8664
607-840,부산,동래구,온천3동,1500∼1549,8665
607-841,부산,동래구,온천3동,1550∼1552,8666
607-840,부산,동래구,온천3동,1553∼1707,8667
607-839,부산,동래구,온천3동,산81∼190,8668
607-840,부산,동래구,온천3동,산191∼250,8669
607-063,부산,동래구,온천3동,,8670
607-060,부산,동래구,온천동,,8671
607-030,부산,동래구,칠산동,,8672
607-600,부산,동래구,동래우체국사서함,,8673
614-800,부산,부산진구,가야1동,1∼56,8674
614-805,부산,부산진구,가야1동,358∼386,8675
614-011,부산,부산진구,가야1동,,8676
614-795,부산,부산진구,가야2동 가야반도보라빌아파트,(101∼115동),8677
614-764,부산,부산진구,가야2동 벽산아파트,(106∼122동),8678
614-801,부산,부산진구,가야2동,101∼160,8679
614-802,부산,부산진구,가야2동,161∼199,8680
614-806,부산,부산진구,가야2동,473∼483,8681
614-802,부산,부산진구,가야2동,484∼501,8682
614-806,부산,부산진구,가야2동,502∼542,8683
614-802,부산,부산진구,가야2동,588∼610,8684
614-801,부산,부산진구,가야2동,611∼666,8685
614-808,부산,부산진구,가야2동,667∼669,8686
614-806,부산,부산진구,가야2동,산41∼81,8687
614-012,부산,부산진구,가야2동,,8688
614-714,부산,부산진구,가야3동 동의대학교,,8689
614-013,부산,부산진구,가야3동 부산진우체국,,8690
614-875,부산,부산진구,가야3동,57∼100,8691
614-803,부산,부산진구,가야3동,200∼255,8692
614-804,부산,부산진구,가야3동,256∼258,8693
614-803,부산,부산진구,가야3동,259∼333,8694
614-804,부산,부산진구,가야3동,334∼357,8695
614-803,부산,부산진구,가야3동,387∼405,8696
614-803,부산,부산진구,가야3동,406∼472,8697
614-807,부산,부산진구,가야3동,543∼587,8698
614-803,부산,부산진구,가야3동,산1∼40,8699
614-013,부산,부산진구,가야3동,,8700
614-010,부산,부산진구,가야동,,8701
614-712,부산,부산진구,개금1동 가야컴퓨터도매상가,,8702
614-813,부산,부산진구,개금1동,63∼204,8703
614-813,부산,부산진구,개금1동,490∼494,8704
614-814,부산,부산진구,개금1동,495∼508,8705
614-814,부산,부산진구,개금1동,523∼539,8706
614-814,부산,부산진구,개금1동,540-(1∼47),8707
614-814,부산,부산진구,개금1동,540-(67∼228),8708
614-814,부산,부산진구,개금1동,541∼564,8709
614-814,부산,부산진구,개금1동,567∼617,8710
614-813,부산,부산진구,개금1동,641∼749,8711
614-111,부산,부산진구,개금1동,,8712
614-735,부산,부산진구,개금2동 백병원,,8713
614-750,부산,부산진구,개금2동 벽산아파트,(101∼105동),8714
614-774,부산,부산진구,개금2동 시영아파트,,8715
614-735,부산,부산진구,개금2동 인제의대,,8716
614-771,부산,부산진구,개금2동 현대아이아파트,(201∼218동),8717
614-812,부산,부산진구,개금2동,42∼52,8718
614-812,부산,부산진구,개금2동,509∼522,8719
614-815,부산,부산진구,개금2동,540-(48∼66),8720
614-815,부산,부산진구,개금2동,565∼566,8721
614-815,부산,부산진구,개금2동,618∼632,8722
614-812,부산,부산진구,개금2동,633∼640,8723
614-812,부산,부산진구,개금2동,산1∼54,8724
614-112,부산,부산진구,개금2동,,8725
614-776,부산,부산진구,개금3동 대한주택공사부산지사,,8726
614-777,부산,부산진구,개금3동 동원화인아파트,,8727
614-775,부산,부산진구,개금3동 반도보라아파트,,8728
614-751,부산,부산진구,개금3동 신개금엘지1단지아파트,,8729
614-751,부산,부산진구,개금3동 신개금엘지2단지아파트,,8730
614-770,부산,부산진구,개금3동 우드빌아파트,(109∼116동),8731
614-755,부산,부산진구,개금3동 우성아파트,(101∼104동),8732
614-755,부산,부산진구,개금3동 주공아파트2단지,,8733
614-809,부산,부산진구,개금3동,1∼22,8734
614-810,부산,부산진구,개금3동,23∼30,8735
614-811,부산,부산진구,개금3동,31∼41,8736
614-810,부산,부산진구,개금3동,53∼62,8737
614-811,부산,부산진구,개금3동,205∼299,8738
614-810,부산,부산진구,개금3동,300∼379,8739
614-811,부산,부산진구,개금3동,380∼489,8740
614-113,부산,부산진구,개금3동,,8741
614-110,부산,부산진구,개금동,,8742
614-817,부산,부산진구,당감1동,200∼277,8743
614-817,부산,부산진구,당감1동,282,8744
614-817,부산,부산진구,당감1동,814∼817,8745
614-817,부산,부산진구,당감1동,887∼891,8746
614-101,부산,부산진구,당감1동,,8747
614-752,부산,부산진구,당감2동 태화현대1차아파트,(101∼106동),8748
614-759,부산,부산진구,당감2동 태화현대2차아파트,(201∼209동),8749
614-816,부산,부산진구,당감2동,1∼199,8750
614-816,부산,부산진구,당감2동,572∼573,8751
614-816,부산,부산진구,당감2동,818∼886,8752
614-102,부산,부산진구,당감2동,,8753
614-778,부산,부산진구,당감3동 국제백양아파트,,8754
614-779,부산,부산진구,당감3동 국제프라자아파트,,8755
614-757,부산,부산진구,당감3동 당감삼익아파트,,8756
614-796,부산,부산진구,당감3동 동일스위트아파트,(101∼110동),8757
614-758,부산,부산진구,당감3동 무궁화아파트,,8758
614-756,부산,부산진구,당감3동 신개금주공3단지아파트,,8759
614-820,부산,부산진구,당감3동,368∼380,8760
614-819,부산,부산진구,당감3동,432∼472,8761
614-822,부산,부산진구,당감3동,473∼478,8762
614-820,부산,부산진구,당감3동,479∼495,8763
614-822,부산,부산진구,당감3동,496∼516,8764
614-820,부산,부산진구,당감3동,517∼571,8765
614-822,부산,부산진구,당감3동,574∼648,8766
614-822,부산,부산진구,당감3동,791∼793,8767
614-822,부산,부산진구,당감3동,807∼813,8768
614-822,부산,부산진구,당감3동,산38,8769
614-822,부산,부산진구,당감3동,산50∼80,8770
614-103,부산,부산진구,당감3동,,8771
614-766,부산,부산진구,당감4동 주공아파트,(101∼313동),8772
614-878,부산,부산진구,당감4동,278∼281,8773
614-878,부산,부산진구,당감4동,283∼313,8774
614-818,부산,부산진구,당감4동,314∼320,8775
614-879,부산,부산진구,당감4동,321∼367,8776
614-821,부산,부산진구,당감4동,381∼431,8777
614-823,부산,부산진구,당감4동,649∼669,8778
614-821,부산,부산진구,당감4동,670∼749,8779
614-823,부산,부산진구,당감4동,750∼790,8780
614-823,부산,부산진구,당감4동,794∼806,8781
614-823,부산,부산진구,당감4동,산1∼37,8782
614-823,부산,부산진구,당감4동,산39∼49,8783
614-104,부산,부산진구,당감4동,,8784
614-100,부산,부산진구,당감동,,8785
614-824,부산,부산진구,범전동,1∼114,8786
614-825,부산,부산진구,범전동,115∼408,8787
614-824,부산,부산진구,범전동,409∼429,8788
614-825,부산,부산진구,범전동,430∼446,8789
614-060,부산,부산진구,범전동,,8790
614-720,부산,부산진구,범천1동 누리엔,,8791
614-713,부산,부산진구,범천1동 부산건설회관,,8792
614-722,부산,부산진구,범천1동 부산교통공사,,8793
614-721,부산,부산진구,범천1동 부산상공회의소,,8794
614-725,부산,부산진구,범천1동 부산시여성센터빌딩,,8795
614-718,부산,부산진구,범천1동 사학연금회관빌딩,,8796
614-719,부산,부산진구,범천1동 삼성생명보험빌딩,,8797
614-717,부산,부산진구,범천1동 선문빌딩,,8798
614-724,부산,부산진구,범천1동 알리안츠생명빌딩,,8799
614-716,부산,부산진구,범천1동 전문건설회관빌딩,,8800
614-723,부산,부산진구,범천1동 중앙빌딩,,8801
614-711,부산,부산진구,범천1동 춘해병원,,8802
614-826,부산,부산진구,범천1동,1∼839,8803
614-827,부산,부산진구,범천1동,840∼847,8804
614-828,부산,부산진구,범천1동,848∼860,8805
614-829,부산,부산진구,범천1동,861∼876,8806
614-826,부산,부산진구,범천1동,877∼900,8807
614-021,부산,부산진구,범천1동,,8808
614-760,부산,부산진구,범천2동 경남아파트,,8809
614-765,부산,부산진구,범천2동 부산철도차량정비창,,8810
614-830,부산,부산진구,범천2동,901∼1016,8811
614-833,부산,부산진구,범천2동,1250∼1298,8812
614-834,부산,부산진구,범천2동,1299∼1639,8813
614-830,부산,부산진구,범천2동,산1∼58,8814
614-022,부산,부산진구,범천2동,,8815
614-769,부산,부산진구,범천4동 부산기독교방송국건물,,8816
614-831,부산,부산진구,범천4동,1017∼1053,8817
614-832,부산,부산진구,범천4동,1054∼1159,8818
614-831,부산,부산진구,범천4동,1160∼1249,8819
614-024,부산,부산진구,범천4동,,8820
614-020,부산,부산진구,범천동,,8821
614-749,부산,부산진구,부암1동 무지개럭키아파트,,8822
614-701,부산,부산진구,부암1동 부산진구청,,8823
614-792,부산,부산진구,부암1동 일성인포아파트,,8824
614-798,부산,부산진구,부암1동 타워베르빌,,8825
614-726,부산,부산진구,부암1동 SK텔레콤부산지사,,8826
614-835,부산,부산진구,부암1동,15∼31,8827
614-836,부산,부산진구,부암1동,32∼59,8828
614-836,부산,부산진구,부암1동,69∼150,8829
614-837,부산,부산진구,부암1동,151∼280,8830
614-838,부산,부산진구,부암1동,281∼332,8831
614-835,부산,부산진구,부암1동,623∼665,8832
614-836,부산,부산진구,부암1동,666∼712,8833
614-091,부산,부산진구,부암1동,,8834
614-794,부산,부산진구,부암3동 당감주공뜨란채아파트,(401∼406동),8835
614-753,부산,부산진구,부암3동 삼성래미안아파트,(1∼20동),8836
614-794,부산,부산진구,부암3동 쌍용스윗닷홈아파트,(101∼108동),8837
614-761,부산,부산진구,부암3동 협성아파트,,8838
614-880,부산,부산진구,부암3동,60∼68,8839
614-839,부산,부산진구,부암3동,333∼449,8840
614-840,부산,부산진구,부암3동,450∼500,8841
614-839,부산,부산진구,부암3동,501∼549,8842
614-840,부산,부산진구,부암3동,550∼572,8843
614-841,부산,부산진구,부암3동,573∼622,8844
614-839,부산,부산진구,부암3동,산53∼59,8845
614-841,부산,부산진구,부암3동,산76∼81,8846
614-093,부산,부산진구,부암3동,,8847
614-090,부산,부산진구,부암동,,8848
614-704,부산,부산진구,부전1동 농협부산지역본부,,8849
614-781,부산,부산진구,부전1동 대림빌딩,,8850
614-728,부산,부산진구,부전1동 동아빌딩,,8851
614-709,부산,부산진구,부전1동 부산은행부전동지점,,8852
614-729,부산,부산진구,부전1동 부산전자종합상가,,8853
614-702,부산,부산진구,부전1동 부산진경찰서,,8854
614-782,부산,부산진구,부전1동 서면지하상가,,8855
614-783,부산,부산진구,부전1동 신동아오피스텔,,8856
614-780,부산,부산진구,부전1동 외환은행빌딩,,8857
614-731,부산,부산진구,부전1동 유원오피스텔,,8858
614-708,부산,부산진구,부전1동 KT부산진지점,,8859
614-842,부산,부산진구,부전1동,1∼49,8860
614-843,부산,부산진구,부전1동,50∼58,8861
614-844,부산,부산진구,부전1동,59∼148,8862
614-844,부산,부산진구,부전1동,258∼264,8863
614-843,부산,부산진구,부전1동,265∼350,8864
614-844,부산,부산진구,부전1동,351∼382,8865
614-842,부산,부산진구,부전1동,390∼394,8866
614-849,부산,부산진구,부전1동,395∼426,8867
614-849,부산,부산진구,부전1동,485∼486,8868
614-848,부산,부산진구,부전1동,573,8869
614-031,부산,부산진구,부전1동,,8870
614-767,부산,부산진구,부전2동 교보생명빌딩,,8871
614-785,부산,부산진구,부전2동 금융프라자,,8872
614-730,부산,부산진구,부전2동 네오스포복합상가,,8873
614-786,부산,부산진구,부전2동 대한생명빌딩,,8874
614-727,부산,부산진구,부전2동 대현지하상가,,8875
614-732,부산,부산진구,부전2동 롯데백화점,,8876
614-784,부산,부산진구,부전2동 베르빌오피스텔,,8877
614-707,부산,부산진구,부전2동 부산도시공사,,8878
614-736,부산,부산진구,부전2동 서면시장,,8879
614-737,부산,부산진구,부전2동 우리투자증권빌딩,,8880
614-738,부산,부산진구,부전2동 제일은행부전동지점,,8881
614-733,부산,부산진구,부전2동 쥬디스태화,,8882
614-845,부산,부산진구,부전2동,149∼199,8883
614-846,부산,부산진구,부전2동,200∼254,8884
614-847,부산,부산진구,부전2동,255∼257,8885
614-881,부산,부산진구,부전2동,383∼389,8886
614-876,부산,부산진구,부전2동,427∼484,8887
614-847,부산,부산진구,부전2동,487∼503,8888
614-847,부산,부산진구,부전2동,504∼514,8889
614-847,부산,부산진구,부전2동,515∼521,8890
614-850,부산,부산진구,부전2동,522∼535,8891
614-846,부산,부산진구,부전2동,536∼572,8892
614-881,부산,부산진구,부전2동,574∼678,8893
614-032,부산,부산진구,부전2동,,8894
614-030,부산,부산진구,부전동,,8895
614-768,부산,부산진구,양정1동 거제유림아시아드아파트,(101∼107동),8896
614-799,부산,부산진구,양정1동 대원칸타빌멤버스아파트,(101∼106동),8897
614-715,부산,부산진구,양정1동 동의과학대학,,8898
614-703,부산,부산진구,양정1동 부산시교육청,,8899
614-734,부산,부산진구,양정1동 부산여자대학,,8900
614-754,부산,부산진구,양정1동 현대1차아파트,(101∼215동),8901
614-791,부산,부산진구,양정1동 현대2차아파트,(201∼215동),8902
614-853,부산,부산진구,양정1동,74∼75,8903
614-853,부산,부산진구,양정1동,342∼392,8904
614-856,부산,부산진구,양정1동,393∼405,8905
614-853,부산,부산진구,양정1동,407∼419,8906
614-853,부산,부산진구,양정1동,420∼440,8907
614-857,부산,부산진구,양정1동,441∼458,8908
614-858,부산,부산진구,양정1동,459∼511,8909
614-856,부산,부산진구,양정1동,512∼521,8910
614-853,부산,부산진구,양정1동,산1∼25,8911
614-856,부산,부산진구,양정1동,산60∼74,8912
614-051,부산,부산진구,양정1동,,8913
614-710,부산,부산진구,양정2동 동의의료원,,8914
614-851,부산,부산진구,양정2동,1∼31,8915
614-852,부산,부산진구,양정2동,32∼73,8916
614-852,부산,부산진구,양정2동,76∼83,8917
614-851,부산,부산진구,양정2동,84∼116,8918
614-854,부산,부산진구,양정2동,117∼275,8919
614-855,부산,부산진구,양정2동,276∼335,8920
614-852,부산,부산진구,양정2동,336∼341,8921
614-882,부산,부산진구,양정2동,406,8922
614-852,부산,부산진구,양정2동,산26∼33,8923
614-851,부산,부산진구,양정2동,산34∼59,8924
614-052,부산,부산진구,양정2동,,8925
614-050,부산,부산진구,양정동,,8926
614-789,부산,부산진구,연지동 세동한신아파트,,8927
614-790,부산,부산진구,연지동 청구아파트,,8928
614-787,부산,부산진구,연지동 한신타워아파트,,8929
614-788,부산,부산진구,연지동 화인아파트,,8930
614-859,부산,부산진구,연지동,1∼72,8931
614-860,부산,부산진구,연지동,73∼199,8932
614-861,부산,부산진구,연지동,200∼289,8933
614-859,부산,부산진구,연지동,290∼327,8934
614-860,부산,부산진구,연지동,328∼650,8935
614-859,부산,부산진구,연지동,산1∼13,8936
614-860,부산,부산진구,연지동,산14∼19,8937
614-070,부산,부산진구,연지동,,8938
614-739,부산,부산진구,전포1동 대우버스(주),,8939
614-772,부산,부산진구,전포1동 밀리오레,,8940
614-740,부산,부산진구,전포1동 테크노플라자,,8941
614-745,부산,부산진구,전포1동 한일빌딩,,8942
614-747,부산,부산진구,전포1동 현대오피스텔,,8943
614-746,부산,부산진구,전포1동 흥국생명보험빌딩,,8944
614-866,부산,부산진구,전포1동,188,8945
614-866,부산,부산진구,전포1동,205∼269,8946
614-867,부산,부산진구,전포1동,270∼327,8947
614-867,부산,부산진구,전포1동,334∼349,8948
614-869,부산,부산진구,전포1동,380∼392,8949
614-866,부산,부산진구,전포1동,393∼404,8950
614-869,부산,부산진구,전포1동,405∼428,8951
614-869,부산,부산진구,전포1동,446∼470,8952
614-867,부산,부산진구,전포1동,671∼676,8953
614-866,부산,부산진구,전포1동,677∼688,8954
614-869,부산,부산진구,전포1동,689∼869,8955
614-867,부산,부산진구,전포1동,산1∼34,8956
614-869,부산,부산진구,전포1동,산35∼70,8957
614-041,부산,부산진구,전포1동,,8958
614-706,부산,부산진구,전포2동 국민건강보험공단부산진구지사,,8959
614-793,부산,부산진구,전포2동 롯데캐슬스카이아파트,(101∼109동),8960
614-763,부산,부산진구,전포2동 서면한신아파트,,8961
614-742,부산,부산진구,전포2동 세화빌딩,,8962
614-743,부산,부산진구,전포2동 신우빌딩,,8963
614-748,부산,부산진구,전포2동 예일프라자,,8964
614-741,부산,부산진구,전포2동 적십자회관빌딩,,8965
614-744,부산,부산진구,전포2동 한신밴오피스텔,,8966
614-862,부산,부산진구,전포2동,1∼59,8967
614-864,부산,부산진구,전포2동,100∼121,8968
614-862,부산,부산진구,전포2동,122∼183,8969
614-865,부산,부산진구,전포2동,184∼187,8970
614-865,부산,부산진구,전포2동,189∼200,8971
614-864,부산,부산진구,전포2동,201∼204,8972
614-870,부산,부산진구,전포2동,548∼630,8973
614-865,부산,부산진구,전포2동,631∼670,8974
614-870,부산,부산진구,전포2동,870∼879,8975
614-042,부산,부산진구,전포2동,,8976
614-773,부산,부산진구,전포3동 지오플레이스,,8977
614-863,부산,부산진구,전포3동,60∼99,8978
614-868,부산,부산진구,전포3동,328∼333,8979
614-863,부산,부산진구,전포3동,350∼379,8980
614-863,부산,부산진구,전포3동,429∼445,8981
614-863,부산,부산진구,전포3동,471∼547,8982
614-868,부산,부산진구,전포3동,880∼891,8983
614-863,부산,부산진구,전포3동,산71∼72,8984
614-043,부산,부산진구,전포3동,,8985
614-040,부산,부산진구,전포동,,8986
614-705,부산,부산진구,초읍동 부산시립도서관,,8987
614-762,부산,부산진구,초읍동 선경아파트,,8988
614-871,부산,부산진구,초읍동,1∼133,8989
614-872,부산,부산진구,초읍동,134∼202,8990
614-873,부산,부산진구,초읍동,203∼248,8991
614-871,부산,부산진구,초읍동,249∼271,8992
614-872,부산,부산진구,초읍동,272∼299,8993
614-873,부산,부산진구,초읍동,300∼500,8994
614-874,부산,부산진구,초읍동,501∼547,8995
614-872,부산,부산진구,초읍동,548∼588,8996
614-874,부산,부산진구,초읍동,589∼616,8997
614-874,부산,부산진구,초읍동,산1∼25,8998
614-873,부산,부산진구,초읍동,산26∼91,8999
614-080,부산,부산진구,초읍동,,9000
614-600,부산,부산진구,부산진우체국사서함,,9001
616-800,부산,북구,구포1동,1∼47,9002
616-800,부산,북구,구포1동,55∼168,9003
616-801,부산,북구,구포1동,169∼388,9004
616-837,부산,북구,구포1동,389∼410,9005
616-801,부산,북구,구포1동,420∼620,9006
616-803,부산,북구,구포1동,621∼721,9007
616-801,부산,북구,구포1동,1060-(1∼123),9008
616-800,부산,북구,구포1동,1192∼1208,9009
616-803,부산,북구,구포1동,1210∼1211,9010
616-800,부산,북구,구포1동,산1∼47,9011
616-091,부산,북구,구포1동,,9012
616-752,부산,북구,구포2동 대성아파트,,9013
616-701,부산,북구,구포2동 북구청,,9014
616-704,부산,북구,구포2동 북부산등기소,,9015
616-753,부산,북구,구포2동 삼정그린코아아파트,,9016
616-729,부산,북구,구포2동 유림노르웨이숲아파트,(101∼114동),9017
616-751,부산,북구,구포2동 현대아파트,,9018
616-802,부산,북구,구포2동,411∼419,9019
616-804,부산,북구,구포2동,722∼797,9020
616-806,부산,북구,구포2동,878∼958,9021
616-802,부산,북구,구포2동,959∼1059,9022
616-802,부산,북구,구포2동,1060-(124)∼1068,9023
616-807,부산,북구,구포2동,1069∼1191,9024
616-804,부산,북구,구포2동,산47-(1),9025
616-092,부산,북구,구포2동,,9026
616-737,부산,북구,구포3동 부산정보대학,,9027
616-836,부산,북구,구포3동,48∼54,9028
616-805,부산,북구,구포3동,798∼877,9029
616-839,부산,북구,구포3동,1209,9030
616-805,부산,북구,구포3동,1212∼1228,9031
616-808,부산,북구,구포3동,1229∼1244,9032
616-809,부산,북구,구포3동,1245∼1264,9033
616-809,부산,북구,구포3동,산48,9034
616-093,부산,북구,구포3동,,9035
616-090,부산,북구,구포동,,9036
616-739,부산,북구,금곡동 농협하나로클럽,,9037
616-738,부산,북구,금곡동 부산광역시교통문화연수원,,9038
616-740,부산,북구,금곡동 부산인력개발타운,,9039
616-722,부산,북구,금곡동 유림아파트,,9040
616-748,부산,북구,금곡동 율리마을주공아파트,(301∼305동),9041
